Review,SENTIMEN
"['duit', 'shopeepaylaternya', 'masuk', 'otomatis', 'gk', 'enak', 'buka', 'aplikasi', 'takut', 'disalahgunain', 'org', 'dana', 'masuk', 'pas', 'aju', 'aja', 'masuk', 'otomatis', 'suka', 'liat', 'produk', 'gk', 'belanja', 'kadang', 'ujung', 'belanja', 'appnya', 'gw', 'hapus', 'gk', 'enak', 'aja', 'temanulasan', 'lengkap']",NEGATIF
"['suka', 'main', 'shopee', 'tanam', 'fitur', 'ambil', 'air', 'teman', 'ajar', 'curi', 'teman', 'izin', 'pdhal', 'sblmnya', 'bagus', 'siram', 'ajar', 'takut', 'harta', 'kurang', 'games', 'tulasan', 'lengkap']",NEGATIF
"['gratis', 'ongkir', 'cod', 'pas', 'chekout', 'gak', 'pakai', 'nyari', 'produk', 'sesuai', 'sk', 'ribet', 'sih', 'abis', 'lot', 'parah', 'sih', 'suka', 'ancur', 'ni', 'aplksi', 'syarat', 'kalo', 'minimal', 'belanja', 'rb', 'sih', 'gak', 'pakai', 'jasa', 'pengirulasan', 'lengkap']",NEGATIF
"['beli', 'produk', 'alamat', 'didukungpdahal', 'alamat', 'masuk', 'alamat', 'lengkap', 'tulis', 'karakter', 'jasa', 'kirim', 'sedia', 'beli', 'barang', 'shopee']",NEGATIF
"['upload', 'produk', 'gak', 'masuk', 'merk', 'udh', 'update', 'gabisa', 'mulu', 'please', 'jawab']",NEGATIF
"['shopee', 'gk', 'nyediain', 'gratis', 'ongkirwaktu', 'shopee', 'asa', 'suka', 'ngasih', 'gratis', 'ongkir', 'jarang', 'belanja', 'mahal', 'ongkir', 'nya', 'aja', 'kali', 'shopee', 'nyediakan', 'gratis', 'ongkir', 'biar', 'beli', 'gk', 'berat', 'ongkir']",NEGATIF
"['kenpa', 'suka', 'login', 'eror', 'gk', 'klik']",NEGATIF
"['transaksi', 'bayar', 'tagih', 'pln', 'banget', 'proses', 'bayar', 'jam', 'sore', 'ampe', 'jam', 'mlm', 'proses', 'bayar', 'keburu', 'mati', 'lampu', 'rumah', 'payah', 'aju', 'kembali', 'dana', 'gak', 'faedah', 'pdhal', 'suka', 'blnja', 'aplikasi', 'alamat', 'uninstall', 'kyak', 'gni']",NEGATIF
"['cashback', 'maskimal', 'ribu', 'perak', 'cashback', 'maskimal', 'edzan', 'emang', 'shopee', 'kasih', 'promo']",NEGATIF
"['kecewa', 'banget', 'shopeekoin', 'tambah', 'berkurangsusah', 'payah', 'ngumpulin', 'koinsampe', 'rela', 'kuota', 'abis', 'nonton', 'live', 'shopee', 'klaim', 'koin', 'nyaeh', 'tega', 'banget', 'rang', 'enak', 'nya', 'pemberitahuankoin', 'nya', 'ribu', 'tinggal', 'rbudikurangin', 'nya', 'banget', 'sampe', 'ribupadahal', 'ga', 'pakai', 'koin', 'nyasungguh', 'bener', 'kecewa']",NEGATIF
"['shopee', 'sih', 'update', 'baru', 'mulu', 'jg', 'diupdate', 'kmren', 'eh', 'update', 'ttep', 'aja', 'lot', 'td', 'abis', 'isi', 'shopeepay', 'pas', 'belanja', 'lola', 'banget', 'pdahal', 'jaring', 'udh', 'kuota', 'jg']",NEGATIF
"['hallo', 'shopee', 'limit', 'shopee', 'paylater', 'sy', 'turunsy', 'bayar', 'cicil', 'shopee', 'bangkrut', 'dana', 'shopee', 'paylateratau', 'shopee', 'kena', 'corona']",NEGATIF
"['neng', 'belanja', 'shopee', 'males', 'voucer', 'gratis', 'ongkir', 'cashbacknya', 'pakai', 'shopee', 'pay', 'ribet']",NEGATIF
"['tolong', 'ya', 'min', 'top', 'uo', 'shopeepay', 'tuh', 'gk', 'mesti', 'pke', 'rekening', 'indo', 'alfa', 'gtu']",NEGATIF
"['lambat', 'banget', 'shopee']",NEGATIF
"['gk', 'beli', 'diamond', 'huu', 'aplikasi', 'shopee', 'pay', 'gw', 'mao', 'gw', 'tarik', 'gk']",NEGATIF
"['pas', 'chekout', 'gagal']",NEGATIF
"['pelit', 'gratis', 'ongkir', 'non', 'shope', 'pay']",NEGATIF
"['suka', 'aplikasi', 'tidah', 'jaman', 'shopee', 'shopee', 'ramadan']",NEGATIF
"['belanja', 'bayar', 'kah', 'nya', 'sekolah', 'smp', 'gk', 'pandai', 'tranper', 'uang']",NEGATIF
"['shopee', 'nggak', 'bener', 'nih', 'kembali', 'dana', 'sulit', 'kasih', 'forum', 'diskusi', 'shopee', 'jelas']",NEGATIF
"['selamat', 'sore', 'shopee', 'perhati', 'aplikasi', 'update', 'berat', 'gampang', 'praktis', 'buka', 'produk', 'lambat', 'mohon', 'baru', 'mudah', 'penggunaanya', 'fitur', 'sekirany', 'guna', 'hilangkn']",NEGATIF
"['parah', 'download', 'ulang', 'blank']",NEGATIF
"['kecewa', 'shopee', 'wktu', 'beli', 'kuota', 'pakait', 'aon', 'gb', 'harga', 'udh', 'nunggu', 'eh', 'pakait', 'add', 'on', 'gb', 'kampret', 'ajuin', 'kembali', 'dana', 'gk', 'gubris', 'wktu', 'ngisi', 'pulsa', 'smartfren', 'adekk', 'pulsa', 'gk', 'sistem', 'udh', 'kirim', 'ajuin', 'kembali', 'dana', 'gk', 'gubris', 'parahhhhhh']",NEGATIF
"['halo', 'shopee', 'akun', 'hack', 'orang', 'kenal', 'iklaskan', 'shopee', 'pay', 'ad', 'rp', 'harap', 'shopee', 'ketat', 'jaga', 'privasi', 'akun', 'jamin', 'aman', 'akun', 'guna', 'harap', 'akun', 'hack', 'korban', 'lalai', 'shopee', 'terima', 'kasih']",NEGATIF
"['pakai', 'shopee', 'transaksi', 'dulunya', 'limit', 'shopee', 'pay', 'latter', 'bayar', 'guna', 'rupiah', 'limit', 'sunggu', 'kecewa', 'klau', 'blum', 'limit', 'alih', '-commerce', 'belah']",NEGATIF
"['shoppe', 'kirim', 'cepat', 'ongkir', 'nya', 'mhal', 'mahal']",NEGATIF
"['hadiah', 'main', 'aplikasi', 'curang', 'licik']",NEGATIF
"['update', 'ngga', 'gambar', 'produk', 'gabisa', 'beli', 'gtau', 'dah']",NEGATIF
"['klaim', 'voucher', 'gak', 'muncul', 'muncul', 'sesuai', 'sesuai', 'kategori', 'toko', 'ttapi', 'gakbisa']",NEGATIF
"['jelek', 'produk']",NEGATIF
"['kesel', 'deh', 'kesini', 'free', 'ongkirnya', 'php', 'anggota', 'platinum', 'jg', 'ngikutin', 'kapl', 'nya', 'update', 'mulu']",NEGATIF
"['tampil', 'hasil', 'mesin', 'cari', 'eror']",NEGATIF
"['mkin', 'payah', 'aplikasi', 'nya', 'jalan', 'bnyak', 'eventtapi', 'aplikasi', 'susah', 'berjlan', 'pikir', 'untung', 'sematatidak', 'pikir', 'nyaman', 'konsumen', 'gk', 'guna']",NEGATIF
"['aplikasi', 'transaksi']",NEGATIF
"['saldo', 'paylater', 'bintang', 'dlu', 'fitur', 'paylatter', 'cicil', 'bunga', 'murahtapi', 'saldo', 'alas', 'pandemi', 'covid', 'belok', 'toko', 'sebelahcari', 'harga', 'murah']",NEGATIF
"['aplikasi', 'lot', 'banget', 'sinyal', 'full']",NEGATIF
"['notif', 'nya', 'barang', 'display', 'stok', 'dh', 'sy', 'lngsng', 'check', 'outsetelah', 'pesan', 'bayar', 'stok', 'kosongalhasil', 'batalin', 'pesan', 'jg', 'konfirmasi', 'si', 'penjuallamaaa', 'proses', 'nya', 'nunggu', 'shopee', 'buat', 'bmyk']",NEGATIF
"['ya', 'gk', 'masuktiap', 'kali', 'masuk', 'langsung']",NEGATIF
"['transaksi', 'indomaret', 'indomaret', 'bukti', 'bayar', 'sukses', 'sophee', 'nya', 'eror', 'pas', 'chat', 'agen', 'nya', 'janji', 'mulu', 'gk', 'tindak', 'benci', 'bangett', 'udh', 'uang', 'ku', 'sophee', 'gk', 'in', 'ya', 'allah', 'ngisi', 'langsung', 'pudar', 'percaya', 'ku', 'sophee']",NEGATIF
"['lapor', 'jual', 'tipu', 'respon', 'ya', 'uninstal', 'toko', 'online', 'tanggung', 'jual', 'nya']",NEGATIF
"['shopee', 'capit', 'nya', 'gak', 'sih', 'baik', 'nggak', 'gue']",NEGATIF
"['nya', 'belanja', 'shopee', 'gratis', 'ongkir', 'gue', 'belanja', 'gak', 'ngeratis', 'gimana', 'ni']",NEGATIF
"['kaya', 'da', 'ad', 'dosa', 'terinstall', 'teulang', 'haduh', 'payah', 'kau']",NEGATIF
"['beli', 'pulsa', 'shoppe', 'batasin', 'sih', 'klaim', 'voucher', 'kalo', 'gak', 'beli', 'pulsanyaaa']",NEGATIF
"['kecewa', 'banget', 'aplikasi', 'kembali', 'seribet', 'jual', 'salah', 'kirim', 'barang', 'mohon', 'baik', 'bikin', 'rugi', 'orang', 'aja']",NEGATIF
"['shopee', 'jelek', 'voucher', 'shopeepay', 'nggak', 'kecewa']",NEGATIF
"['hati', 'kena', 'tipu', 'oknum', 'data', 'no', 'tlp', 'bocor', 'kesel', 'banget', 'rugi', 'jt', 'shopee', 'nangani', 'kes', 'tau', 'sarain', 'aktifin', 'shopee', 'pay', 'later']",NEGATIF
"['aplikasi', 'shopee', 'aman', 'tipu', 'ngehack', 'akun', 'shopee', 'oranglain', 'ambil', 'saldo', 'shopeepay', 'akun', 'shopee', 'target', 'yaaa', 'org', 'ngehack', 'batal', 'sen', 'si', 'target', 'uang', 'cair', 'shopeepay', 'langsung', 'ambil', 'org', 'ngehack', 'tipu', 'pokok', 'org', 'nelpon', 'memberitahu', 'hadiah', 'voucher', 'giveaway', 'alamat', 'akun', 'shopee', 'hack', 'tipu', 'akn', 'trjadi', 'sstu', 'akun']",NEGATIF
"['spam', 'melulu', 'online', 'internet', 'nganggu', 'aja', 'klau', 'mauain', 'internetan', 'modal', 'ya', 'iklan', 'tv']",NEGATIF
"['terkadang', 'kecewa', 'shopee', 'guna', 'paylater', 'bayar', 'data', 'masuk', 'team', 'shopee', 'tau', 'kasih', 'fitur', 'shopee', 'pinjam', 'liat', 'data', 'bayar', 'situ', 'kecewa', 'moga', 'dengar', 'saran', 'kecewa', 'team', 'shopee']",NEGATIF
"['mah', 'cuman', 'daftar', 'nomor', 'telepon', 'gak', 'daftar', 'shopee', 'makan', 'uang']",NEGATIF
"['bela', 'hak', 'beli', 'bela', 'hak', 'jual', 'order', 'batal', 'pusat', 'diskusi', 'batal', 'jual', 'batal', 'pusat', 'diskusi', 'nya', 'tunggu', 'order', 'enak', 'nya', 'jual', 'batal', 'sajatanpa', 'rugi', 'langgan', 'shopee', 'adil', 'ana', 'tunggu', 'apa']",NEGATIF
"['ko', 'ngga', 'donglod']",NEGATIF
"['lot', 'voucher', 'free', 'ongkir', 'tipu', 'pas', 'cek', 'pakai', 'sapipay', 'koin', 'kurang', 'aplikasi', 'pelit']",NEGATIF
"['ga', 'ngasih', 'solusi', 'live', 'chet', 'sm', 'agen', 'bikin', 'emosi']",NEGATIF
"['kecewa', 'beli', 'produk', 'rusak', 'kw', 'tidak', 'ori', 'tolong', 'tumpas', 'toko', 'jual', 'barang', 'palsu', 'fokus', 'layan', 'mending', 'beli', 'lazada', 'gampang', 'kualitas', 'jamin', 'balas', 'diam']",NEGATIF
"['kecewa', 'shopee', 'top', 'up', 'shopee', 'pay', 'jam', 'terima', 'ditindaklanjuti']",NEGATIF
"['jijik', 'aplikasi']",NEGATIF
"['maaf', 'knapa', 'aplikasi', 'paksa', 'suda', 'batal', 'kirim', 'poko', 'yng', 'batal', 'bayar']",NEGATIF
['dongkalaut'],NEGATIF
"['ah', 'gak', 'bagus', 'suka', 'ngehang', 'gunain', 'aplikasi']",NEGATIF
"['dikit', 'perbaruikalau', 'gak', 'baru', 'gk', 'loeding']",NEGATIF
"['log', 'in', 'ganti', 'hp', 'log', 'in', 'pakai', 'nomer', 'hp', 'pakai', 'facebook', 'pakai', 'email', 'ribet', 'banget']",NEGATIF
"['top', 'up', 'ff', 'sopee', 'ketipuu']",NEGATIF
"['shopee', 'elek', 'donload', 'langsung', 'sen', 'bola', 'kompan', 'pas', 'sampe', 'bola', 'bocor', 'ga', 'tambal', 'ga', 'jahit', 'gimana', 'donk', 'tlong', 'shope', 'baik', 'inti', 'nyesel', 'donload', 'aplikasi']",NEGATIF
"['hapus', 'akun', 'sulit', 'gak']",NEGATIF
"['jngn', 'dowload', 'ongkirnya', 'mahal', 'barang', 'rb', 'ongkirnya', 'rb']",NEGATIF
"['aplikasiya', 'jual', 'terbesartapi', 'masuk', 'login', 'akun', 'susah', 'layan', 'super', 'jelexxx', 'susah', 'kode', 'otapigak', 'ngerti', 'masalahnyaaplikasi', 'parahhhh']",NEGATIF
"['cs', 'kait', 'pokok', 'jelek', 'banget', 'cs', 'nya']",NEGATIF
"['kecewa', 'shopeee', 'tipu', 'telpon', 'dr', 'shopeee', 'suruh', 'isi', 'shooppay', 'ribu', 'isi', 'langsung', 'ketika', 'uang', 'hilang', 'akun', 'shopeee', 'nya']",NEGATIF
"['jijikdah', 'dimasukin', 'kode', 'login', 'kode', 'salah', 'mulugk', 'banget', 'si']",NEGATIF
"['barang', 'nya', 'dateng', 'kena', 'tipu', 'beli', 'mahal', 'mahal', 'nya', 'kena', 'tipu']",NEGATIF
"['shoper', 'penipuanhati', 'kami', 'sulit', 'ambil', 'kembali', 'danaaplikasi', 'shopee', 'tipu']",NEGATIF
"['gtwshoppe', 'maksa', 'gw', 'kasi', 'nilaiya', 'gw', 'kasi']",NEGATIF
"['tipu', 'kedok', 'kode', 'verifikasi', 'tolong', 'tindak', 'lanjut', 'aman', 'shopee']",NEGATIF
"['kluar', 'akun', 'sandi', 'pdhal', 'bner', 'ttep', 'salah', 'trlanjur', 'beli', 'barang', 'gimana', 'sih']",NEGATIF
"['update', 'fitur', 'fontnya', 'tetep', 'ga', 'ubah']",NEGATIF
"['woy', 'shopee', 'gua', 'kirim', 'alamat', 'tulis', 'salah']",NEGATIF
"['susah', 'tentu', 'alamat']",NEGATIF
"['pilihanbarang', 'muncul', 'dilayarmohon', 'bantuanyaterimakasih']",NEGATIF
"['shopeepaylatter', 'muncul']",NEGATIF
"['order', 'barangmau', 'cancel', 'salah', 'pilih', 'batal', 'tolak', 'barang', 'kirim', 'kecewa', 'kecewa', 'aplikasi']",NEGATIF
"['gk', 'daper', 'voucher', 'cok']",NEGATIF
"['ga', 'ngorder', 'barang']",NEGATIF
"['akun', 'google', 'gw', 'hilang', 'gara', 'gara', 'daftar', 'shopee']",NEGATIF
"['puas', 'akun', 'batas', 'aju', 'banding', 'tolak', 'kecewa', 'customer', 'percaya', 'kpd', 'shopee', 'jadi', 'kecewa']",NEGATIF
"['shoping', 'kadang', 'gk', 'bener', 'sen', 'gk', 'anter']",NEGATIF
"['knapa', 'ya', 'shopee', 'tdak', 'instal']",NEGATIF
"['pilih', 'jasa', 'kirim', 'sedih', 'bikin', 'ilfeel', 'tingkat', 'turun', 'standar', 'tinggal', 'ya']",NEGATIF
"['kecewa', 'shopee', 'opsi', 'kirim', 'kaya', 'ongkir', 'mkain', 'mahal', 'cari', 'laen', 'aja', 'ongkir', 'masuk', 'akal']",NEGATIF
"['bagus', 'jelek', 'aplikasi']",NEGATIF
"['maaf', 'bintang', 'bintang', 'tolong', 'kembali', 'pilih', 'pilih', 'jasa', 'kirim']",NEGATIF
"['ga', 'pilih', 'jasa', 'kirim', 'jnt', 'sicepat', 'dkk', 'impactnya', 'kirim']",NEGATIF
"['kemarin', 'kasih', 'pi', 'maaf', 'hapus', 'pilih', 'jasa', 'kirim', 'gak', 'suka', 'yaa', 'emang', 'mau', 'beli', 'untung', 'sistem', 'lapang', 'beda', 'pi', 'maaf', 'pi', 'lirik', 'kalo', 'rubah', 'jalan', 'tunggu', 'sistem']",NEGATIF
"['kalo', 'bintang', 'nol', 'kasih', 'bintang', 'nol', 'pi', 'kecewa', 'sistem', 'ga', 'pilih', 'kurir', 'kurir', 'rumah', 'maanaaaaaa', 'alhasil', 'pakait', 'ga', 'sklipun', 'kurir', 'lu', 'jutex', 'jutex', 'kage', 'senyum', 'senyum', 'belanja', 'elu', 'nyaman', 'ga', 'tenang', 'takut', 'pakaitnya', 'ga', 'seblum', 'lu', 'rubah', 'sistem', 'mnding', 'pindah', 'belah', 'dehbye', 'pee']",NEGATIF
"['males', 'shopee', 'ga', 'seasik', 'free', 'ongkir', 'pakai', 'shopee', 'pay', 'bye', 'ah', 'riba', 'tambah', 'kirim', 'kurir', 'gabisa', 'milih', 'males', 'belanja', 'online', 'alih', 'si', 'hijau']",NEGATIF
"['asli', 'ongkirnya', 'gede', 'banget']",NEGATIF
"['tolong', 'baik', 'performa', 'aplikasi', 'banget', 'gagal', 'proses', 'kembali', 'pilih', 'layan', 'jasa', 'expedisi', 'kirim', 'random', 'shopeenya']",NEGATIF
"['pakait', 'status', 'gudang', 'kagak', 'gerak']",NEGATIF
"['tolong', 'kembali', 'pilih', 'jasa', 'kirim']",NEGATIF
"['tolong', 'jsn', 'iklan', 'lo', 'mulu', 'oi']",NEGATIF
['lelet'],NEGATIF
"['tolong', 'metode', 'batal', 'cepat', 'yc']",NEGATIF
"['berat', 'banget', 'aplikasi', 'responsif', 'pilih', 'item']",NEGATIF
"['download', 'isi', 'saldo', 'shopee', 'pay', 'langsung', 'beli', 'item', 'eh', 'tau', 'aplikasi', 'ga', 'ngrespon', 'pin', 'ga', 'pilih', 'back', 'screen', 'langsung', 'notifikasi', 'shope', 'pay', 'non', 'aktif', 'hubung', 'cs', 'sampe', 'pulsa', 'abis', 'email', 'ga', 'respon', 'aplikasi', 'bobrok', 'sistem', 'abal', 'customer', 'nya', 'ribet', 'auto', 'bintang']",NEGATIF
"['shopee', 'sistem', 'nya', 'cod', 'otak', 'ngatiknya', 'jasa', 'kirim', 'kota', 'bisamohon', 'baik', 'shopee', 'ku']",NEGATIF
"['aplikasi', 'belanja', 'yh', 'download', 'videokenapah', 'gw', 'masuk', 'sih']",NEGATIF
"['akun', 'pakai', 'org', 'aku', 'orang', 'shopee', 'kode', 'sms', 'tolong', 'privasi', 'aman', 'akun', 'tipu', 'raja', 'lela', 'salah', 'bertangung']",NEGATIF
"['jujur', 'aplikasi', 'shopee', 'jelek', 'banget', 'voucher', 'gratis', 'ongkir', 'rebut', 'beda', 'tahun', 'voucher', 'gratis', 'ongkir', 'cuma', 'kita', 'belanja', 'shopee', 'butuh', 'voucher', 'potong', 'ongkir', 'nya', 'bayar', 'cod', 'kalo', 'kaya', 'gitu', 'mah', 'mending', 'pindah', 'lazada', 'voucher', 'gratis', 'ongkir', 'diskon']",NEGATIF
"['habis', 'afgred', 'lemott', 'banget']",NEGATIF
"['maaf', 'kena', 'bijak', 'beban', 'bunga', 'cs', 'solusi', 'bijak', 'sesal', 'pakai', 'paylater', 'bunga', 'gajelas', 'telat', 'bayat', 'bunga', 'gajelas', 'males', 'ribet']",NEGATIF
"['gak', 'ovoaku', 'senang', 'pk', 'ovo']",NEGATIF
"['aplikasi', 'buruk', 'temuin', 'nya', 'telat', 'kali']",NEGATIF
"['aplikasi', 'bagus', 'musim', 'corona', 'belanja', 'rumah', 'aja']",POSITIF
"['shopee', 'jelek', 'ihh', 'nggak', 'gratis', 'ongkir', 'cod', 'gratis', 'ongkir', 'alfamart', 'indomaret', 'males', 'beli', 'shopeepay', 'nyusahin', 'aja', 'direstart', 'susah', 'aplikasi', 'daftar', 'spaylater', 'susah', 'banget', 'suruh', 'restar', 'direstart', 'tetep', 'aja', 'nggak', 'males']",NEGATIF
"['gak', 'suka', 'koin', 'kenapaa', 'kya', 'gitu', 'gak', 'mu', 'main', 'lagi']",NEGATIF
"['shopeepay', 'sekarangkok', 'gk', 'top', 'up']",NEGATIF
"['knapa', 'ongkirnya', 'mahal', 'mahal', 'banget']",NEGATIF
"['aplikasi', 'ga', 'akhlakga', 'buka', 'sinyal', 'gw', 'bagus', 'loading', 'isi', 'kuota', 'ttapi', 'aja', 'ga', 'bisan', 'server', 'gimana', 'sihsama', 'aja', 'kyk', 'aplikasi', 'belah']",NEGATIF
"['tolong', 'lola', 'aplikasiny']",NEGATIF
"['aplikasi', 'nya', 'jossss', 'pas', 'verifikasi', 'nomer', 'hp', 'muncul', 'kode', 'emosi']",NEGATIF
"['gratis', 'ongkirnya', 'banyakin', 'shope', 'pay', 'nggak', 'nibilangnya', 'gratis', 'ongkir', 'guna', 'shope', 'pay', 'longo']",NEGATIF
"['aplikasi', 'hack', 'shopee', 'pay', 'retasterus', 'nonaktif', 'akun', 'shope', 'digunakanlapor', 'shopee', 'tanggap']",NEGATIF
"['belanja', 'gratia', 'ongkir', 'dukung', 'shopee']",NEGATIF
"['shopie', 'nya', 'gak']",NEGATIF
"['baik', 'parah', 'hilang', 'uang', 'shopeepay', 'akun', 'ilang', 'gara', 'nungguin']",NEGATIF
"['gak', 'cekout', 'aplikasi', 'aneh', 'saldo', 'ilang', 'pas', 'cek', 'gk', 'muncul', 'koin', 'pdhal', 'saldo']",NEGATIF
"['nge-scam', 'tipu', 'bottsssss']",NEGATIF
"['tolong', 'nih', 'amged', 'dog']",NEGATIF
"['kecewa', 'nahan', 'ngantuk', 'jam', 'sampe', 'jam', 'flash', 'sale', 'nggak', 'biar', 'barang', 'tulis', 'eror', 'eror', 'eror', 'eror', 'dah', 'lahh', 'begadang', 'nya', 'besok', 'gua', 'ulang', 'thanks', 'shopee', 'flash', 'sale', 'zonk', 'nya']",NEGATIF
"['gilir', 'acara', 'eror', 'mulu', 'check', 'out', 'barang']",NEGATIF
"['jelek', 'server', 'eror', 'mulu', 'top', 'up', 'gagal', 'pas']",NEGATIF
"['update', 'masuk', 'keranjang', 'checkout', 'tinggal', 'bayar', 'koneksi', 'putus', 'gw', 'lancar', 'telfonan', 'why']",NEGATIF
"['aplikasi', 'ngeselin', 'emosi', 'checout', 'ga', 'guna', 'ya', 'kalo', 'ga', 'beli', 'checkout', 'skalian', 'ga', 'bikin', 'event', 'kalo', 'ga', 'jual', 'hapus', 'aja', 'aplikasi', 'lot', 'ampun', 'update', 'untik', 'kalo', 'aja', 'parah', 'ga', 'nanggug', 'kemarin', 'eventnya', 'kitin', 'kapasitas', 'halah', 'tes', 'aplikasi', 'aja', 'bnyk', 'bagus', 'kalo', 'bagus', 'pindah', 'aja']",NEGATIF
"['bigsale', 'apaanmasak', 'voucher', 'diskon', 'jt', 'klik', 'gak', 'sendiriserver', 'eror', 'lahgak', 'masuk', 'akal', 'tipu']",NEGATIF
"['payah', 'event', 'server', 'nya', 'nambah', 'buruk', 'boro', 'beli', 'buka', 'aplikasi', 'nya', 'aja', 'susah', 'bangke', 'shopee', 'skr', 'ning', 'lapak', 'ijo']",NEGATIF
"['balikin', 'saldo', 'shopee', 'pay', 'wngisi', 'shopepay', 'ndak', 'loginket']",NEGATIF
"['masuk', 'akun', 'shopee', 'gk', 'sistem', 'ganggu', 'tolong', 'baik']",NEGATIF
"['pepekk', 'kali', 'shopee', 'nihh', 'pesan', 'ukulele', 'cowboy', 'dtg', 'ukulele', 'sen', 'sen']",NEGATIF
"['coba', 'pakai', 'paylatter', 'nya', 'pas', 'check', 'out', 'biaya', 'tangan', 'eh', 'pas', 'bayar', 'tagih', 'paylatter', 'coba', 'cek']",NEGATIF
"['potong', 'jual', 'beli', 'gak', 'gratis', 'ongkir', 'nyaada', 'gratis', 'ongkir', 'ribetpadahal', 'promosi', 'nya', 'aja', 'bagus', 'gak', 'sesuai', 'kenyataanpayah']",NEGATIF
"['free', 'ongkir', 'ya', 'ga', 'minnnnn']",NEGATIF
"['assalam', 'ualaikum', 'kanakungedonlot', 'shoppe', 'lamangedonlotnya']",NEGATIF
"['bug', 'user', 'experience', 'perhati', 'aplikasi', 'berat']",NEGATIF
"['instal', 'gk']",NEGATIF
"['jelek', 'sesuai', 'iklan']",NEGATIF
"['kecewa', 'shope', 'aktif', 'shopepaymereka', 'kembali', 'dana', 'rekbank', 'bri', 'ajukanmereka', 'maksa', 'usaha', 'aktifasi', 'shopepay', 'daftar', 'shopepay', 'gagal', 'terusjika', 'telpon', 'noshopee', 'kadang', 'ngejawab', 'kadang', 'diempadahaal', 'pulsa', 'uddah', 'makantolong', 'yaaa', 'piihak', 'shope', 'susah', 'tolong', 'dana', 'kembali']",NEGATIF
"['hbs', 'update', 'upload', 'produk', 'ribet', 'bnget', 'merk', 'suka', 'gak', 'muncul', 'bikin', 'kesel', 'aj']",NEGATIF
"['tolong', 'voucher', 'gratis', 'ongkirnya', 'shopee', 'pay', 'aja', 'guna', 'setia', 'shopee']",NEGATIF
"['update', 'mulu', 'makan', 'waktupenghapusan', 'cache', 'pengaruhupdate', 'tuh', 'taun', 'mh', 'hambat', 'aja', 'serba', 'nge', 'hang', 'gaa', 'updatetolong', 'konsisten', 'tentu', 'meng', 'update', 'transaksi', 'jual', 'beli', 'ribet']",NEGATIF
"['payah', 'kali', 'loginnya', 'ni']",NEGATIF
"['payah', 'gak', 'daftar', 'akun', 'shope']",NEGATIF
"['email', 'habis', 'selesai', 'pesan', 'akun', 'hapus', 'salah', 'ya', 'belanja', 'ya', 'lancar', 'kecewa', 'shopee', 'nonaktif', 'akun', 'shopee']",NEGATIF
"['udh', 'gk', 'aplikasi', 'dlu', 'ok', 'skarenag', 'gara', 'shopeepaylater', 'orang', 'bayar', 'akun', 'batas', 'pdhal', 'beda', 'akun', 'shopee', 'kecewa', 'sih', 'akun', 'batas', 'gak', 'belanja', 'otomatis', 'akun', 'kalo', 'gaada', 'guna', 'shopee', 'udh', 'banyak', 'pakai', 'baik', 'nyaman', 'bikin', 'gk', 'nyaman', 'banget', 'ribet', 'gk', 'belanja', 'akun', 'batas', 'uninstal', 'aplikasi', 'langsung']",NEGATIF
"['order', 'sulit', 'gimana', 'sihha', 'syarat', 'aja', 'ngak']",NEGATIF
"['kecewa', 'belanja', 'pas', 'harbolnas', 'tiba', 'pesan', 'batal', 'penjualkok', 'shopee', 'gak', 'respon', 'yasudah', 'gt', 'duit', 'dikrmbalikan', 'kena', 'biaya', 'adm', 'konsumen', 'rugi']",NEGATIF
"['gratis', 'ongkir', 'rangin', 'aplikasi', 'belah', 'udh', 'tuh', 'gratis', 'ongkir', 'pakai', 'metode', 'bayar', 'aja', 'ajar', 'aja', 'gratis', 'ongkir', 'pilih', 'pilih', 'yaa', 'min']",NEGATIF
"['pelit', 'koin', 'udh', 'gak', 'dpet', 'gratis', 'ongkir', 'lagi', 'gratis', 'ongkir', 'shopee', 'pay', 'doank', 'huft', 'males', 'belanja', 'dshopee', 'mnding', 'aplikasi', 'blnja', 'aja', 'gratis', 'ongkirnya']",NEGATIF
"['udh', 'download', 'unistal', 'download', 'ya']",NEGATIF
"['skarenag', 'ga', 'da', 'bebas', 'ongkir', 'download']",NEGATIF
"['ingat', 'shopee', 'jangann', 'google', 'ganggu', 'ajaaa', 'download', 'lagu', 'parah', 'aplikasi', 'shopeeee', 'download', 'lagu', 'ingat', 'untukkk', 'tidakk', 'keluarrr', 'googelchromedanbrowserrkalo', 'iklan', 'gamee', 'youtube', 'masalahhh']",NEGATIF
"['guna', 'shopeesangat', 'kecewa', 'uang', 'shopepay', 'hilang', 'jutadan', 'shopee', 'membantudn', 'bertanggungngapin', 'adain', 'shopepay', 'uang', 'hilangakun', 'bobol', 'tim', 'shopeetibabnyk', 'sms', 'shopee', 'shopee', 'sudh', 'amannbuat', 'datapribadi', 'dimna', 'peduli', 'moga', 'balasannyasudh', 'ikhlaas', 'kn', 'walapun', 'uang', 'arisan', 'orang', 'kasih', 'bintang', 'jha']",NEGATIF
"['shope', 'lambat', 'ya', 'gw', 'pikir', 'shope', 'cepat', 'ehh', 'lambat', 'ampunn']",NEGATIF
"['niat', 'instal', 'langgan', 'maka', 'bnyk', 'ngeluh', 'gak', 'instal', 'nih', 'aplikasi']",NEGATIF
