Summary,Category
"hendra sukmana, sekretaris program studi administrasi publik, juga menyampaikan pandangannya bahwa, transformasi pemilu yang lama melakukan pendekatan konvensial, sedangkan masa kini lebih memanfaatkan media sosial. kuatnya media sosial dalam membangun publik figure, di pemilu amerika serikat tahun 2016 lalu, menjadi praktek nyata melalui digitalisasi dalam terbukanya dunia politik. maka kampanye melalui media sosial sebagai area kontestasasi antar para aktor dan partai politik. saat ini, untuk menjadi anggota dprd adalah salah satu citacita bukan mimpi semata. maka hal ini, seharusnya mampu direplikasi oleh aktor politik dan partai politik di indonesia. isnaini menambahkan bahwa penggunaan media sosial saat kampanye bukan isu yang baru mencuat dipermukaan. sederhananya trump lebih pintar menfaat media sosial twitter dengan menunjukan perhatiannya terhadap isu terkini dan sikap transparannya. namun, lanjut isnanini, dirinya menegaskan, bahwa kampanye pemilu yang terjadi di indonesia masih dilakukan dengan konvensional dalam bentuk arakarakan, orasi di depan masa, spanduk, baliho, banner,dan disinyalir kurang ramah lingkungan. tutup hendra.mad terangnya isnaini menilai banyaknya calon yang kampanye di media sosial akan memberikan pendidikan politik bagi publik, membangun persepsi dan pilihan masyarakat , baik itu dari sisi positif atau negatif. semoga dengan diadakannya kegiatan forum ini dapat berguna dan menghasilkan diskusi kritis bagi mahasiswa dan bisa meningkatkan kualitas retorika mahasiswa kedepannya. sementara itu, isnaini rodiyah yang melihat tema besar ini dalam kacamata akademisi menyampaikan bahwa, pemilu terbesar di dunia adalah pemilu serentak di indonesia. kenapa demikian, karena pemasangan spanduk dan banner sebagai sarana utama kampanye memerlukan dana yang tidak kecil. penambahan laboratorium governance dan manajemen pelayanan publik adalah langkah penting untuk memperkaya pengalaman belajar mahasiswa di bidang administrasi publik. kampanye berdampak punya dampak negatif pada lingkungan, anggaran dan intergritas politik. hal tersebut dibuktikan dari meningkatnya penyebaran hoaks atau misinformasi yang terus mengalami peningkatan jelang pemilu 2024 seperti yang disampaikan menteri komunikasi dan informatika menkominfo. dalam pemilu, warga negara memilih wakilwakil mereka yang mewakili kepentingan masyarakat. secara definisi, pemilu adalah suatu pilar dalam sistem demokrasi indonesia. diharapkan dengan bertambahnya laboratorium ini temanteman mahasiswa lebih meningkatkan kreatifitasnya dan mendukung tata kelola di laboratorium. kebijakan publik dan perencanaan pembangunan, serta lab. governance dan manajemen pelayanan publik mpp. media sosial bukan hanya dimanfaatkan sebagai absen kegiatan seharihari bacaleg saja tapi beradu ide, program serta gagasannya. selain itu, kampus juga diperbolehkan menjadi ruang kampanye atau ruang dialog bagi capres cawapres hingga calon anggota legislatif caleg karena mahasiswa merupakan salah satu golongan pemilih terbanyak di pemilu 2024. saya harap pihak aktor politik dan partai dapat memanfaatkan media sosial untuk menuangkan maupun menyampaikan ide dan gagasnya. sekarang, kita tambahkan satu lagi, yaitu laboratorium governance dan manajemen kebijakan publik, ujarnya ilmi. sebelumnya, kita hanya memiliki laboratorium egovernment dan kebijakan publik. diketahui bahwa prodi ap umsida memiliki tiga laboratorium diantaranya lab egovernment, lab. ilmi menjelaskan bahwa, dirinya berharap agar laboratorium baru ini bisa jadi inkubator model sistem pemerintahan dan standarisasi manajemen pelayanan publik di pemerintah desa serta pemerintah kabkota di wilayah provinsi jawa timur. sebagai pengamat politik, nanang juga menyampaikan bahwa kampanye di kampus dan lewat media sosial menjadi senjata yang ampuh untuk menggaet pemilih, khususnya pemilih muda dan menguasai total pemilih pada pemilu nanti. baru bisa terjerat jika sudah ditetapkan sebagai bacaleg dan terdaftar calon tetap. jadi secara prosedur para penyelenggara dan pengawas masih abai. sedangkan masa kampanye, baru akan berlangsung pada 28 november 2023. menjanjikan sesuatu untuk kepentingan pemilu kamu saya bantu, jadi tahun 2024 kamu pilih saya. mantan komisioner kpu sidoarjo tersebut mengungkapkan bahwa, saat ini masih berlangsung masa sosialisasi dan pendidikan politik bagi para peserta pemilu. progran kerja kita telah disetujui, termasuk penambahan laboratorium ap. dalam acara yang dihadiri oleh seluruh asisten laboratorium dan anggota himpunan mahasiswa program studi administrasi publik umsida tersebut, ketua program studi kaprodi ap umsida ilmi usrotin bertugas membuka acara yang juga sekaligus melaunching laboratorium governance dan manajemen pelayanan publik. saat ini tidak kena hukum, karena caleg belum ditetapkan secara resmi, tahapan kampanye belum juga dimulai. nanang haronim yang juga pengamat politik menyampaikan, menjelang pemilihan umum pemilu 2024, sangat banyak spanduk bergambar wajah para politisi yang terpampang di pinggir jalan. pembahasan tersebut menghadirkan pengamat politik, nanang haromin dan dr. isnaini rodiyah, m.si selaku ketua pusat studi kebijakan publik dan media umsida. bahkan media sosial turut menyumbangkan kemenangan kepada donald trump dalam pemilu as tahun 2016 lalu. yang sering kali diperoleh dari uang pinjaman dari pihakpihak tertentu. sidoarjo radarjatim.id  program studi administrasi publik ap universitas muhammadiyah sidoarjo umsida menggandeng pskp pusat studi kebijakan publik, kembali menggelar forum grup diskusi fgd yang bertemakan transformasi kampanye politik pada jumat 20102023 pagi. bertujuan untuk membahas secara menyeluruh teknis dan teoritis terkait transformasi kampanye politik pemilu secara menyeluruh. tahun ini adalah tahun kita berprestasi. kedepan tujuan utama dari prodi administrasi publik adalah rekognisi di asean, tuturnya. padahal, saat ini belum memasuki masa kampanye, papar nanang.",Pendidikan
"ditambahkan, juara lomba pada ffu ke7 ini juga lebih banyak, karena tiap kategori lomba diambil 10 juara, yakni juara 1 sampai 3 dan 7 special award. sedangkan pada tahuntahun sebelumnya, hanya terdapat 6 juara tiap kategori. hal yang membedakan dengan ffu ke7 kali ini dengan ffu tahuntahun sebelumnya yaitu, tahun ini ada kategori lomba best practice kepala sekolah. sementara ketua panitia ffu ke7 yang juga dan sekretaris majelis dikdasmen dan pnf pdm gresik nurul wafiyah, mpd, menambahkan, berbeda dengan penyelenggaraan sebelumnya, ffu tahun 2023 ini menampilkan kategori baru yang tidak ada sebelumnya. dengan begitu, kami yakin pelaksanaan ffu ke7 kali ini akan semakin meriah. adapun kategori yang diperlombakan selengkapnya dalam ffu ke 7 adalah lomba tahfidz, tilawatil quran, pidato bahasa arab, pidato bahasa inggris, duta sekolah, karya tulis ilmiah, video inovasi pembelajaran guru, dan best practice kepala sekolah. kepada para peserta, kami ucapkan selamat berlomba, pungkas nurul. tahuntahun sebelumnya tidak ada kategori lomba tersebut, ujar nurul. kategori baru itu, yakni best practice kepala sekolah. selain itu, ffu ini juga bisa dijadikan ajang sillaturrahim antarsiswa, guru, dan kepala sekolah di jajaran muhammadiyah sekabupaten gresik, tandasnya. babak penyisihan ffu7 dilaksanakan pada tanggal 21 oktober sampai 4 november 2023, dimulai dengan kategori lomba tahfidz yang dilaksanakan secara daring pada hari sabtu, 21 oktober 2023. babak finalnya dilaksanakan secara luring pada hari sabtu, 11 november 2023 di universitas muhammadiyah gresik, ujar aziz, minggu 22102023. dikatakan, ffu ke7 merupakan sarana bagi peserta didik, guru, dan kepala sekolah muhammadiyah sekabupaten gresik untuk berekspresi dan berkompetisi menampilkan potensi dan talenta yang dimilikinya dalam even lomba. pada gilirannya, mereka akan berlomba untuk menjadi yang terbaik pada kategori yang diperlombakan. pada ffu ke7 ini, lanjut aziz, pihaknya bekerja sama dengan fakultas keguruan dan ilmu pendidikan fkip universitas muhammadiyah gresik umg. ketua majelis pendidikan dasar menengah dikdasmen dan pendidikan nonformal pnf pimpinan daerah muhammadiyah pdm gresik, jawa timur, m. fadloli aziz, ssi, mpd, mengungkapkan, ffu merupakan ajang meraih prestasi terbaik sekolah muhammadiyah sekabupaten gresik. sementara 7 kategori lomba lainnya dilaksanakan pada 28 oktober hingga 4 november 2023. babak final diagendakan berlangsung secara luring pada 11 november 2023 di universitas muhammadiyah gresik umg. gresik radarjatim.id  sebanyak 630 peserta, terdiri atas para siswa, guru, dan kepala sekolah muhammadiyah sekabupaten gresik berebut menjadi yang terbaik. mereka mulai berlaga dalam festival faqih usman ffu ke7 yang berlangsung hingga 11 november 2023. babak penyisihan dimulai pada sabtu 21102023 untuk kategori lomba tahfidz.",Pendidikan
"ia katakan, kalau market day ini sekaligus pengenalan ekonomi kepada siswa, sebagai implementasi projek based learning dalam pembelajaran yang sesuai dengan kebutuhan pembelajaran. selain itu pihaknya juga menanamkan nilainilai dan perilaku santri sesuai tema yang diusung tahun ini jihad santri jayakan negeri.mad karena menghendaki adanya lingkungan belajar yang nyata sesuai konteks yang real di lapangan. dia menambahkan, market day kali ini tak lepas dari kerjasama yang apik bersama wali murid. kegiatan ini sebagai upaya menumbuhkan bakat dalam bidang wirausahawan siswa, kata fatin umama dalam keterangan tertulis nya. selain penguatan pelajar pancasila, banyak kegiatan sebagai alternatif mengisi jeda tengah semester bagi para siswa salah satunya adalah market day. kepala sekolah mi maarif babatan jati, fatin umama s.pd menegaskan market day ini selain rangkaian acara dalam memperingati hari santri juga sebagai bentuk penguatan kurikulum merdeka berbasis profil pelajar pancasila. hasil karya yang bernilai jual tersebut digelar dalam market day guna memperingati hsn hari santri nasional 2023. sejumlah kios ala umkm usaha mikro kecil dan menengah berjajar di lingkup sekolah, selain produk olahan makanan hasil kreasi seni siswa juga mewarnai market day yang digelar, pada sabtu 21102023 pagi. sidoarjo radarjatim.id  madrasah ibtidaiyah mi maarif babatan, jati sidoarjo pamerkan sejumlah produk olahan hasil karya siswa.",Pendidikan
"jusa indrawan juga mengucapkan terima kasih dan rasa bangganya kepada para orang tua yang telah mempercayakan pendidikan anakanak mereka masuk smp. kurikulum sma al falah surabaya diberi nama kafah dan merupakan kurikulum khas al falah. kafah mengadopsi berbagai elemen, termasuk kurikulum merdeka, kurikulum internasional cambridge, dan integrasi nilainilai islam, jelasnya.mad anakanak juga menjadi pundipundi harta dunia dan akhirat yang bisa menolong kita baik di dunia maupun di akhirat kelak, kata jusa indrawan. anakanak bukan hanya kebanggaan di dunia, tetapi juga investasi untuk masa depan akhirat. sementera itu, tutik susilowati, s.s., m.pd., wakil direktur 1 lpf surabaya, mempresentasikan kurikulum sma baru yang akan diterapkan di lingkungan lpf surabaya. jusa menegaskan bahwa anakanak adalah aset paling berharga, dan memilih sekolah terbaik merupakan langkah awal yang krusial dalam mempersiapkan masa depan mereka. menghadirkan wali murid kelas 9 dari smp al falah surabaya dan smp al falah deltasari sidoarjo. jusa indrawan, m.pd., selaku direktur sekolah lpf surabaya, menyampaikan pesan tentang pentingnya memilih sekolah yang tepat untuk buah hati tercinta. bertemakan memilih sekolah terbaik untuk buah hati tercinta diselenggarakan di ballroom smp al falah deltasari sidoarjo, pada sabtu 21102023 pagi. dengan kepercayaan itulah kami  meluncurkan sma iibs, jelasnya. sidoarjo radarjatim.id  lembaga pendidikan al falah surabaya lpf telah menyelenggarakan sosialisasi program studi lanjut, dengan peluncuran sma al falah surabaya iibs international islamic boarding school.",Pendidikan
"sehingga dalam rangka salat berjamaah ini kita bisa mampu mendekatkan diri dan bisa mengamalkan dengan baik, terangnya.mad bahwa kita manusia itu sebagaimana tidak hanya sebagai makhluk sosial, tetapi juga makhluk yang taat kepada allah. sekarang ini dengan suhu panas yang sangat tinggi ac di dalam kelas itu tidak mencukupi ruangan. yang tidak kalah pentingnya, kegiatan ini juga untuk menumbuhkan rasa taqwa kepada allah subhanahu wa taala, juga untuk menumbuhkan karakter para siswa. ia katakan, bahwa seluruh keluarga besar sma negeri 3 sidoarjo ini juga dalam rangka memohon ampunan, kemudian mohon minta hujan di musim kemarau yang panjang ini. padahal ratarata per kelas ada dua ac yang sering dilakukan perawatan. kepala sma negeri 3 sidoarjo, dr. hj. melihat kondisi tersebut, sma negeri 3 sidoarjo mengajak seluruh siswanya yang berjumlah 1.287 anak, guru dan karyawannya untuk melakukan shalat istisqa berjamaah, yang dimpimpin langsung oleh ustad maliki tohir dari sidoarjo, pada 20102023 di lapangan sekolah. menurutnya, situasi di kelas saat jam pelajaran juga bisa lebih nyaman. begitu juga musim penghujan di wilayah sidoarjo diprediksi bmkg badan meteorologi klimatologi dan geofisika juanda sidoarjo sekitar januari 2024 mendatang. juga bisa mengurangi polusi udara yang sangat buruk bila kemaraunya berkepanjangan, tuturnya. sidoarjo radarjatim.id  kondisi cuaca panas yang sangat ekstrem mencapai sekitar 36 derajat lebih. ristiwi peni, m.pd usai shalat istisqa menuturkan kalau hal ini dilakukan sebagai bentuk permohonan ampunan, atau ikhtiar memohon kepada allah agar segera diturunkan hujan. dengan harapan, jika sudah diberikan hujan akan berdampak terhadap kesehatan, kesuburan tanamantanaman kita.",Pendidikan
"diuji dengan peristiwa yang menuntut seseorang untuk berbuat dan beramal semampunya, ujarnya. kami memanfaatkan momentum kemarau panjang ini untuk mendekatkan diri kapada allah, kata guru personality itu. setiap  ilmu itu akan diuji. mentauhidkan allah dalam keadaan kemarau seperti ini. ditambahkan, kegiatan salat dan penggalangan dana ini diharapkan bukan sematamata menjadi ibadah ritual yang minim makna. uluran tangan untuk muslim palestina adalah pembuktian atas sikap empati kepada sesama. tujuan pembelajaran yang kedua adalah untuk mendekatkan diri kepada allah. ahsan hakim, m.pdi, iman salat gaib dan istisqa, mengatakan, rangkaian kegiatan tersebut dilaksanakan dengan tujuan untuk menambah kepedulian siswa kepada tragedi kemanusiaan yang menimpa 30 ribu lebih nyawa muslim di gaza. memohon agar diberikan kondisi alam yang lebih stabil. tidak hanya berkait dengan palestina, siswa saim juga mengerjakan salat istisqa, yaitu salat memohon turunnya hujan untuk mengakhiri musim kemarau yang sudah berlangsung panjang di indonesia. sementara itu ust. pada saat doa bersama di akhir khotbah, terlihat beberapa siswa menitikkan air mata. ahmad mengajak siswa memperbanyak istigfar, meminta ampunan kepada allah. dalam khotbahnya, ust. medokan semampir indah 101, surabaya. jumat 20102023 pukul 08.00 pagi tadi, seluruh siswa saim dari tingkat sd sampai sma saim mendirikan salat gaib untuk muslim korban perang di gaza, palestina. nantinya sumbangan akan disalurkan kepada yang berhak melalui yayasan seribu senyum. maka kita ini,  yang banyak salah dan dosa, perlu meniru nabi, banyakbanyak membaca istigfar dengan senang hati, katanya. surabaya radarjatim.id kepedulian wajib diajarkan kepada siswa meski tanpa harus muncul sebagai mata pelajaran tersendiri. melalui momentum peristiwa yang terjadi, guru dapat memanfaatkannya untuk memanamkan kepedulian, sebagaimana yang dilakukan di sekolah alam insan mulia saim jl. dalam kesempatan tersebut juga dilaksanakan penggalangan dana sukarela, dengan mengelilingkan kotak amal kepada jemaah yang hadir. khotbah disampaikan oleh ust. ahmad syaifuddin, s.ag. nabi muhammad yang terjaga dari salah dan dosa saja setiap hari membaca istigfar 70 kali.",Pendidikan
"jadi meningkatkan soft skill dan etos kerja tinggi itu lebih baik, dari pada pegawai yang memiliki keahlian, tetapi etos kerjanya rendah, jelas ainun amalia saat menjawab pertanyaan dua siswa adella xii ipa 1 dan rico xii ipa 1. sebelumnya, ali fikri juga menyampaikan kalau kegiatan ini bertujuan untuk memberikan arahan kepada anak didik ke dalam dunia kerja. seperti kemampuan beradaptasi, berinovasi dan berkompetisi selain kemampuan sesuai background jika ingin sukses di dunia kerja, tegas ainun amalia. sementara itu dalam penyampaian edukasinya berjalan santai dan mudah dipahami, begitupun dengan respon siswasiswi menyerap informasi, mereka serius menyimak materi yang diberikan, dan dengan adanya sesi tanya jawab membuat pikiran mereka terbuka, dan kegiatan ini berjalan dengan lancar.mad tim jurnaslis sma ypm 2 sukodono, cicilia putri, davina, balqis aulia semoga mereka dalam melangkah dengan baik, bisa mempersiapkan diri dan mengasah skill untuk bisa sukses di dunia kerja, dengan mengikuti banyak pelatihan menganalisa peluang kerja khususnya di daerah sidoarjo, harap pak fauzi, sapaan sehariharinya. ia jelaskan untuk mewadahi dan membekali siswa yang berkeinginan bekerja, agar membekali diri dengan berbagai kemampuan. saat memaparkan meterinya, ainun amalia banyak menyampaikan pengalaman dan relasinya di dunia ketenagakerjaan, dengan demikian informasi dan edukasi ini diharapkan perlu untuk disampaikan ke siswa siswi kelas xii. karena semua jurusan diperkuliahan itu baik, tergantung bagaimana cara seseorang itu untuk mengasah, menekuni, dan mengembangkan skillnya di jurusan yang dia ambil. karena mereka sudah harus siap menghadapi dunia ketenagakerjaan. ainun juga menjelaskan tentang pekerjaan dalam bidang pengolahan data dan teknologi lebih dibutuhkan sekarang ini, tetapi kembali lagi kepada minat dan bakat dari masingmasing orang. siswa bisa mempersiapkan diri dengan baik untuk nanti terjun ke dunia kerja, sehingga sukses di dunia kerja, harapnya. h. ali fikri, dengan menghadirkan langsung kepala disnaker sidoarjo ainun amalia, s.sos pada 19102023 pagi, di aula ypm komplek panjunan sukodono sidoarjo. sidoarjo, pelaksanaannya dibuka oleh kepala sma ypm 2 sukodono sidoarjo h. moh. moh fauzi berharap manfaat pelatihan ini agar siswasiswi paham dan mengerti apa yang diterangkan sebagai bekal mereka di masa mendatang, yang seusai masa pendidikannya di bangku sekolah. oleh sebab itu sma ypm 2 sukodono sidoarjo telah membekali siswanya dengan pelatihanpelatihan kerja dan kewirauhaan. kegiatan yang bertemakan pelatihan pengenalan dunia kerja bersama disnaker kab. sidoarjo radarjatim.id  siswa lulusan sma tidak semuanya melanjutkan ke bangku kuliah, namun ada juga yang ingin meniti karir di dunia kerja dan berwirausaha.",Pendidikan
"dalam program studi, seperti pendidikan, teknik, manajemen, kemampuan berkomunikasi yang baik menjadi tuntutan penting bagi setiap lulusan, ujarnya. ditegaskan, orang tua atau masyarakat tak perlu khawatir, karena kampus muhammadiyah tidak punya niat untuk mengubah identitas mahasiswa. kontribusi adikadik setelah lulus akan menjadi kebahagiaan tak terhingga dan diharapkan mereka tak lupa menjadi bagian dari kampus umg, ujarnya. hal ini penting agar ilmu yang kalian miliki dapat memberikan manfaat dan kebaikan bagi umat manusia, pesannya prof dr biyanto, mag, sekretaris pimpinan wilayah muhammadiyah jawa timur, berterima kasih kepada para orang tua yang telah menitipkan anak mereka di umg. namun bagi alumni yang terlibat, itu menjadi pengalaman yang luar biasa. kampuskampus muhammadiyah di berbagai daerah, termasuk seperti papua dan kalimantan barat, lanjutnya, menerima mahasiswa nonmuslim dengan jumlah signifikan. tidak ada kewajiban mereka untuk menjadi bagian dari muhammadiyah setelah lulus. sementara dalam orasi ilmiahnya, prof dr h achmad nurmandi, msc, majelis diktilitbang pp muhammadiyah, menyampaikan, sarjana menggunakan metode yang ada, sementara master menciptakan metode baru. wisudawanwisudawati sebagai seorang ilmuwan dan ulul albaab yang derajatnya ditinggikan oleh allah, diingatkan untuk memadukan ilmu yang dimiliki dengan etika dan moral. pendidikan tinggi, katanya, diarahkan mencapai level 6, 7, dan 8 sebagai hard skill, disahkan oleh penjaminan mutu eksternal atau akreditasi nasionalinternasional. ini memungkinkan seseorang untuk menunjukkan keberadaan dan memengaruhi lingkungannya. rektor umg, nadhirotul laily, spsi, mpsi, phd, psikolog, menyampaikan rasa bangganya, karena umg kembali berhasil melahirkan lulusan yang siap berkontribusi dalam masyarakat. ia mengingatkan seluruh wisudawan agar mengabdi dengan penuh kesungguhan dan integritas di tengahtengah masyarakat. selain itu, hadir pula bupati gresik fandi akhmad yani, juga perwakilan dari lldikti wilayah vii jatim, kopertais wilayah iv jatim, pimpinan daerah muhammadiyah gresik, dan pimpinan daerah aisyiyah gresik. choirul anam putra, st, wisudawan terbaik umg, menyampaikan, di kampus ini para mahasiswa menggali ilmu dan potensi diri. rinciannya 7 wisudawan program diploma d3, 474 wisudawan program sarjana s1, dan 7 wisudawan program pascasarjana s2. selain peserta wisuda dan keluarga, turut hadir sejumlah tamu kehormatan, di antaranya, majelis diktilitbang pp muhammadiyah yang diwakili prof dr h achmad nurmandi, msc, sekretaris pimpinan wilayah muhammadiyah jatim prof dr biyanto, mag, yang juga menjabat sebagai ketua bph umg. kami siap menjadi solusi profesional yang diinginkan oleh kalangan industri. gresik radarjatim.id  universitas muhammadiyah gresik umg menggelar rapat terbuka senat dalam rangka wisuda ke 43 diploma d3, sarjana s1, dan pascasarjana s2, kami 19102023. digelar di graha kartini ballroom, prosesi wisuda ini merupakan kali kedua di tahun 2023. sebanyak 488 wisudawan yang berasal dari 27 program studi berhasil menyelesaikan pendidikannya pada periode wisuda kali ini. hal itu ditopang fasilitas lengkap yang dimiliki umg, termasuk laboratorium kimia di teknik kimia. kami tak gentar bersaing dengan universitas ternama. sebagai sarjana unggul dari umg, kami yakin mampu menyongsong masa depan gemilang,katanya penuh semangat. ditamnakan, meningkatkan soft skill merupakan kompetensi yang tecermin dari sikap dan perilaku seseorang dalam lingkungan sosial.",Pendidikan
"jadi kami sangat memberikan apresiasi yang tinggi kepada sekolah yang telah berhasil. semoga kedepan yang menjadi sekolah adiwiyata mandiri dan nasional terus bertambah, harap tirto adi.mad juga kinerja para kepala sekolah, guru dan siswanya, komite dan support orang tua wali murid itu sangat luar biasa, jelasnya. selain kami memberikan pemenuhan fasilitas yang sesuai dengan standar satpras, juga pembinaan terhadap sdm nya. apresiasi yang juga diberikan kepala dikbud sidoarjo dr. tirto adi, m.pd, inilah bukti bahwa kinerja sekolah saat mendapatkan pembinaan dari dikbud dan dlhk berjalan on the track. kepala bidang penaatan dan peningkatan kapasitas lingkungan hidup luh yuni areni, sh mh sangat memberikan apresiasi yang tinggi kepada sekolahsekolah yang berhasil meraih prestasi sekolah adiwiyata mandiri dan nasional 2023. dengan penghargaan ini berarti sekolahsekolah tersebut telah menjalankan prlh nya berjalan dengan baik, kata bu luh_sapaan akrabnya pada 19102023 siang. jadi kami selalu melakukan koordinasi, mendorong dan mensupport sekolahsekolah. didampingi oleh dr. praptono, m.ed perwakilan dari direktorat jenderal pendidikan anak usia dini, pendidikan dasar, dan pendidikan menengah kementerian pendidikan, kebudayaan, riset, dan teknologi, pada 17102023 malam di gedung manggala wanabakti klhk sekolahsekolah tersebut dinilai telah berhasil melaksanakan gerakan peduli dan berbudaya lingkungan hidup di sekolah gerakan gblhs, yaitu aksi semua warga sekolah dalam menerapkan perilaku ramah lingkungan hidup prlh. sidoarjo radarjatim.id  pemerintah kabupaten sidoarjo melalui dlhk dinas lingkkungan hidup dan kebersihan dan dikbud dinas pendidikan dan kebudayaan, memberikan apresiasi yang setinggitingginya kepada tujuh sekolah yang berhasil meraih penghargaan sebagai sekolah adiwiyata mandiri dan nasional 2023. ialah sma hang tuah 2 sidoarjo dan smp negeri 3 candi sebagai sekolah adiwiyata mandiri dan sd it el haq, smp negeri 2 sukodono, smp negeri 1 sedati, smp negeri 2 wonoayu dan sma al muslim sidoarjo sebagai sekolah adiwiyata nasional.",Pendidikan
"besar harapan kami agar sma al musim dan semua warga sekolah tetap konsisiten dalam menerapkan gerakan peduli dan berbudaya lingkungan hidup sehingga bumi kita tetap lestari dan ke depannya dapat menjadi sekolah adiwyata mandiri. dan yang terpenting perilaku ramah lingkungan hidup tidak hanya menjadi budaya akan tetapi menjadi karakter warga sekolah, sehingga di manapun berada perilaku ramah lingkungan hidup tetap dilakukan. kami juga menyampaikan terima kasih kepada dinas lingkungan hidup kabupaten sidoarjo dan provinsi jawa timur yang telah memberikan bimibingan kepada kami, instansi dinas terkait, lembaga swasta, perguruan tinggi, masyarakat sekitar yang menjadi mitra skeolah dalam melaksanakan program ini. kolaborasi dan adaptasi kurikulum merdeka, program sekolah, dan program adiwiyata banyak kami lakukan agar semua bisa terlaksana secara efektif dan efisien. hal inilah yang menjadi tantangan besar bagi kami.hum.mad bukan hal yang mudah dan butuh kerja keras agar bisa menerapkan program adiwiyata nasional di saat sekolah kami juga menerapakan program sekolah penggerak, karena sma al muslim juga merupakan sekolah penggerak angkatan 1. banyak halhal baru yang perlu direncanakan dan dilaksanakan agar implementasi kurikulum merdeka terlaksana secara optimal. banyak upaya baru yang dilakukan oleh sekolah agar implementasi kuikulum merdeka dan program adiwiyata terlaksana. terima kasih kami sampaikan kepada semua guru yang menjadi tim adiwiyata, siswasiswi kader lingkungan, dan semua warga sekolah yang mendukung terlaksananya program adiwiyata di sma al musim, ucapnya. kami sangat bersyukur atas penghargaan ini, ini adalah prestasi yang membanggakan bagi warga sekolah dan menjadi semangat agar kami bisa secara konsisten menerapkan perilaku ramah lingkungan hidup. menteri lingkungan hidup dan kehutanan siti nurbaya, mengucapkan selamat kepada 134 sekolah yang mendapatkan penghargaan adiwiyata mandiri dan 417 sekolah yang mendapatkan adiwiyata nasional. jumlah sekolah yang mendapatkan penghargaan adiwiyata mandiri dan adiwiyata nasional tahun ini meningkat dari tahun lalu, yaitu meningkat sekitar 36,7  bagi sekolah adiwiyata nasional dan 42,5  bagi sekolah adiwiyata mandiri. siti nurbaya juga berpesan agar sekolah mendukung pemerintah menanggulangi permasalahan krisis sampah plastik dengan melakukan kampanye dan menjadi pelaku aktif dari pengurangan sampah plastik. penghargaan ini diberikan kepada seluruh sekolah yang menerpakan gblhs mulai dari sekolah dan madrasah se indonesia. penghargaan sekolah adiwiyata nasional dan adiwiyata mandiri tahun 2023 diberikan langsung oleh menteri lingkungan hidup dan kehutanan prof. dr. ir. hadir pula oleh dr. praptono, m.ed perwakilan dari direktorat jenderal pendidikan anak usia dini, pendidikan dasar, dan pendidikan menengah kementerian pendidikan, kebudayaan, riset, dan teknologi. sma al muslim mendapatkan penghargaan sekolah adiwiyata nasional 2023 pada 17102023. sebelumnya sma al muslim telah mendapatkan penghargaan sekolah adiwiyata provinsi jatim 2021. program sekolah adiwiyata ini sangat mendukung visi dan misi sekolah yaitu menjadi sekolah yang rahmatan lil alamin. sidoarjo radarjatim.id  karena dinilai telah berhasil melaksakan melaksanakan gerakan peduli dan berbudaya lingkungan hidup di sekolah gerakan gblhs, yaitu aksi semua warga sekolah dalam menerapkan perilaku ramah lingkungan hidup prlh. siti nurbaya, m.sc.",Pendidikan
