userName;score;at;content;;
Nararya Ribi Utomo;4;31/08/2023 23:51;Mohon di tambahkan min metode pembayaran di e wallet di tambahin dengan gopay atau dana, untuk mendukung aplikasi dalam negeri;;
Farida Cihuy;1;31/08/2023 23:44;Knpa gk fungsi buat cari tiket;;
Sri Hendayu;1;31/08/2023 23:12;Kok ngk bisa mesen sih? Padahal saya liat di app lain bisa malah tidak tersedia tolong di perbaiki dong app nya;;
rizal dhiya;1;31/08/2023 23:08;Apk Bagus yang lama yang terbaru kok kelihatan tidak enak d mata dan aga lama ya respon nya;;
Catur Herlambang Putra;2;31/08/2023 23:02;Versi yg terbaru Kenapa akun saya gak bisa masuk ini min padahal no. Telpon & email sudah benar Tolong solusi bantuannya;;
Yuli Safitri;1;31/08/2023 22:56;Ini ttep gak bisa ,sya udah lakukan penghapusan data tapi ttep gk bisa dan gk muncul pencarian stasiunnya 🙏;;
Amel;1;31/08/2023 22:19;Apaan nih aplikasi nya ngk jls kok malah di ganti yang baru bukn yang lama ,mending yang lama gampang aku mau pesen tiket aja susah;;
Diva Amaliaa;1;31/08/2023 22:06;Gajelas banget versi yg baru, sering logout akun tp susah bgt masuknya.;;
SULISTIYORINI;1;31/08/2023 21:39;"Aplikasi ini bukannya mempermudah tapi malah mempersulit dalam pembelian tiket. Setiap saya mau membeli tiket selalu kadaluwarsa. Sudah coba berulang kali, bahkan sudah saya uninstal dan saya download lagi pun hasilnya tetap saya ""KADALUWARSA"". Mohon segera diperbaiki. Terima kasih";;
Ipi Wahyudi;1;31/08/2023 19:29;Ribet;;
Mimin Lestari;1;31/08/2023 18:20;Gimana sih qo gak bisa nulis pesan kota lokal aplikasinya enak yang fersi lama;;
Widya Agustin;1;31/08/2023 17:59;Kembalikan aplikasi ke versi yang lama aja, versi terbaru malah gajelas bgt;;
Diva Alivia;1;31/08/2023 17:46;Tolong KAI diperhatikan ya kalau belum siap upgrade aplikasi, mending tetep versi lama aja deh, versi yg baru malah lemot;;
Anwar Saepuloh;1;31/08/2023 17:39;Aplikasi macam apa log in gabisa mau pesen tiket gimana mempersulit keadaan bukan mempermudah;;
29_Yesaya Roy Arvintarius;1;31/08/2023 17:12;qris selamat sering error ga keluar, jelek banget ni aplikasi, mentang2 transportasi kereta cuman KAI aja jd merasa gada saingan, pelayanan ga diperhatikan;;
Hendra Oky;1;31/08/2023 17:07;LEMOT, GAMPANG ERROR, WAKTU PEMBAYARAN SERING ERROR, KAIPAY SERING BERKURANG SENDIRI ALIAS BISA BAYAR DOUBLE;;
Novi Tania;1;31/08/2023 17:00;Balik ke yang lama aja yang baru bukan mempermudah malah ribet;;
Cahaya Fadillah70;1;31/08/2023 16:51;aplikasi ga guna ribet;;
Shoffi NR;1;31/08/2023 16:42;Update nya makin buruk parahhhh.. susah sekali gak nyaman.. kbalikan yang lama ajaaaaaaaaa;;
Dita Ditul;1;31/08/2023 16:15;Lebih ribet mending balik ke versi lama deh;;
kikin feby alamsyah;2;31/08/2023 16:10;Lebih baik versi yang lama, yang baru malah ribet dan bikin bingung;;
Elsa Oktaviani;3;31/08/2023 15:43;Ampun deh saya mau pesen KA lokal tapi gak muncul terus nama stasiun nya, sedangkan yang antar kota langsung muncul tanpa di cari;;
Acajung;2;31/08/2023 15:28;Makin di perbaharui makin jelek , dipersulit banget buat login nya sebel Jadi ini gimana make nya nyari tiket buat ke lokal malah diem aja padahal udah diketik nama kota nya. Penyerahan na kumhasi ih;;
Nina Herlina;1;31/08/2023 15:26;Lemot amat aplikasi kai yg baru...masih mndg versi yg lama payah ah;;
farhan rajwa;2;31/08/2023 15:03;Yang design aplikasi anak sd? di perbarui kok tambah menyusahkan, cuman fokus penambahan fitur tok, gak dinilai dari kenyamanan pengguna, pengenku berkata t*l*l;;
Dewi Siti Nurcahyati;1;31/08/2023 14:43;Parah sih setelah di update malah ga bisa masuk akun, pilihan stasiun pun susah hanya ada stasiun besar;;
Cahya Salsabila;1;31/08/2023 14:20;jelek bangetttt, lemot, muter muter, nama stasiun ga ada, untuk log in aja susahnya minta ampun, mending yang lama deh;;
Rana Rahadiansyah;1;31/08/2023 13:53;Tampilan versi terbaru emg OK, tp untuk login pun jd susah lamaa;;
Suyadi Uya;1;31/08/2023 13:42;Tampilan terbaru malah ribet, kurang nyaman. Kebanyakan klik. Lihat class aja harus klik 1-1;;
Aris Simanjuntak;1;31/08/2023 13:42;Aplikasi nya ga bisa pesen tiket, KECEWA;;
Aulia Febiana;2;31/08/2023 13:29;Kecewa banget habis aku update makin susah mau mesan tiket nya, loading nya lama banget masuk ke akun juga susah banget. Pokoknya serba susah deh tolong di perbaiki lagi;;
Restu Ramadhan;1;31/08/2023 13:23;Tampilan baru,tp Loading nya naudzubillah 😌 mending yg lama lebih sat set dan ga loading parah kaya sekarang;;
Hamim Farobby;1;31/08/2023 13:17;Min ini kenapa ya Saya sudah bayar transaksi tapi tiketnya gagal transaksi;;
Fiqri Ramdhani;1;31/08/2023 13:16;Katanya KAI untung gede,,, bikin aplikasi yg bagus gabisa, servernya kecil, padahal yg pake banyak.... Baru aja direfresh malah logout akun mulu,;;
Juita Ayunda;2;31/08/2023 13:02;Enakan versi lama!!! Ini mau pesan KA lokal loadingnya lama banget, nggak keluar stasiunnya. Tampilan juga jelek, makin susah, nggak satset, pemesanan jadi ribet. Jujur kecewa banget, mau cari tiket aja jadi nggak bisa, loading terus padahal jaringan stabil.;;
Wisnu Saputro;1;31/08/2023 13:00;sering lag ga bsa pesen tiket;;
Mita Sandora;1;31/08/2023 12:55;Versi sekarang bikin naik darah..kesel makin ribet bikin putus asa..bisa bisa hp ku ancur karena kesel;;
Indriyani Setiawan;1;31/08/2023 12:50;Sumpah ini aplikasi udh di upgrade bukannya makin bagus malah makin RIBET, KACAU. Di stasiun pada ngantri bukan mau check in boarding pass tapi ngantri karna susah buat booking tiket, jangankan booking log in aja susahnya minta ampun;;
Andini the princes;1;31/08/2023 12:40;setelah upgrade ke aplikasi versi 6.0.29 kok opsi stasiun dari dan ke tujuan malah gak muncul, blank ga bisa untuk reservasi tiket mending aplikasi versi sebelumnya;;
Mhdreza fahlevy (REZZA);1;31/08/2023 12:33;Ampon kali, semua tikettt masak kosong Gk baguss ni app skrggg ampon laaaa Tolongg di benerinnnn;;
Amelia Whidianingsih;1;31/08/2023 12:32;Kok ngelag banget sihhhh;;
Salsabila Yumna;3;31/08/2023 12:28;suka tiba-tiba ke logout sendiri, pas coba login time out terus;;
Chandra Rockin;1;31/08/2023 12:18;lemot dan tidak akurat;;
Avie Aviani;1;31/08/2023 12:18;Mau pesen tiket Loading nya lama banget, gk tau ni sampe brp jam, padahal kuota masih banyak;;
Hana Angelin;1;31/08/2023 12:16;Sangat mengganggu tampilan yang baru, dan loading untuk masuk lama sekali, lebih baik ke versi yang lama saja.;;
Andri aripin3;2;31/08/2023 12:09;Setelah update gak bisa masuk;;
Muthmainnah Muthmainnah;1;31/08/2023 12:08;Versi baru ga bisa search kota.;;
Wijianto FS;1;31/08/2023 12:05;Lebih baik dengan versi lama, malu lah dengan rating;;
Ms Wisnu;2;31/08/2023 12:02;Kalau tiket sdh terjual semua baiknya utk warna hitam pd bagian depan juga dbuat abu abu biar jelas. Trus knp ya cek reduksi malah tdk trdaftar. Aplikasi sblmnya terdftar dn mudah penggunaannya.;;
indra widodo;1;31/08/2023 12:01;Update makin JELEK APLIKASINYA LEMOT BANGET ,KEMBALIIN KETAMPILAN KMRN MENDING;;
rahadiyan hadi;2;31/08/2023 11:45;Untuk aplikasi yg baru lebih canggih,tapi sangat disayangkan selalu log out sendiri dan otomatis harus log in ulang. Untuk pembahayaran pakai kai pay loading lama dan sempat beberapa kali muter sampai akhirnya double tarik.mohon diperbaiki;;
Lusiana HR;2;31/08/2023 11:44;Nyesel banget mengupdate aplikasinya, setelah diupdate malah gk bisa login. Tolong dong aplikasinya diperbaiki. Jgn malah memburuk setelah diupdate.;;
Najla Adzhani;2;31/08/2023 11:42;VERSI BARU LOADING SANGAT LAMA, TAMPILAN PUN RIBET MEMPERSULIT PEMESANAN!!;;
Sisky Sitara;1;31/08/2023 11:21;Aplikasi anj mau klik tambahkan aja ngga bisa, mau refund atau reschedul susah, buat apa u ada call centre tapi nyuruh ya di aplikasi bdh kek gni!!;;
Anindita Dyah;3;31/08/2023 11:06;Aku beli tiket lokal PP, udah banyar full. Tp E-tiket kenapa yg muncul cuma yg tiket pergi ? Gimana nih ???;;
Deni Sopandi;1;31/08/2023 11:04;Aplikasi nya lebih enak yang duluuuu!!!;;
Raqqat Putra;1;31/08/2023 10:59;Aplikasi sampah ngelegnya seabad;;
sansula tong;1;31/08/2023 10:50;Bermasalah terus aplikasi nya, mna login nya susah, kalo lagi urgent udah keburu ketinggalan kereta;;
Rokhit Fathony;1;31/08/2023 10:49;Udah registrasi ttp ga bisa... aneh;;
Naufall;1;31/08/2023 10:43;di update bukan nya makinn bagus malah bikin ribet banget;;
Egi Heryanto Akbar;1;31/08/2023 10:40;GOKIL APK YANG VERSI SEKARANG;;
Nirma Yusra;1;31/08/2023 10:35;Makin lemot aja, kebanyakan load;;
Enjy Putrawijaya;1;31/08/2023 10:32;Terkecoh dengan harga yang tertera dan sering eror setiap kali mau cek tiket yang sudah dipesan;;
Bramantyo handojo;2;31/08/2023 10:19;Sekarang pilihan tujuan dari atau menuju tidak seperti dulu....kenapa untuk Surabaya Pasarturi tidak keluar dipencarian.....;;
Muhamad Ramadhon Zulkarnain;1;31/08/2023 10:17;Aplikasi sampah, ga berguna dan sangat lemot, kek otak yang punya ide buat aplikasi ini, mending balik ke versi lama;;
Meira Widiyanti;1;31/08/2023 10:10;Kalau mesan tiket paket data seluler lama bangettt loading nya harus pakai wifi baru bisa cepat Klo milih tikey jadi bingung, apalagi tampilan jam nya menjadi vertikal jadi susah buat cari jam nya;;
dede fitri;1;31/08/2023 10:06;Kok gak bisa masuk sih;;
Miftakul ch;3;31/08/2023 10:02;Agak kecewa .. Semenjak diperbarui .. Bagusan yg apk lama;;
Iis Fatimah;1;31/08/2023 10:00;sangat menyulitkan, enakan tampilan lama. Ribet loading terus tiap masuk dll;;
Gina Nurul Ahsan;2;31/08/2023 09:34;Pencarian stasiun pas di ketik ga muncul muncul makin jelek aja;;
Novitri Priyatna Kusumah;4;31/08/2023 09:32;Mengapa kode QR nya gak bisa dibaca oleh aplikasi G***y?;;
Rosita Sri Rahayu;1;31/08/2023 09:19;Bagusan yang versi lama;;
Arif Zaenal;4;31/08/2023 09:17;👍;;
Ari Rizki Bahari;1;31/08/2023 09:16;Setelah Di Update Malah Jadi Lemot aplikasinya, Apakah karena terlalu banyak fitur, Ya Kedepannya Bisa Lancar Seperti Aplikasi Sebelumnya .;;
Dafa Ali Mubarakan;1;31/08/2023 09:10;MAUNYA GIMANA SI INI APK, mau batalin tiket nyoba klik katanya belum ada penumpang yang terklik, tapi nyatanya bener bener udah di klik si nama penumpang. Terus nyoba 2 jam sebelum keberangkatan malah fiturnya dah ga aktif/ga bisa di klik.;;
Nabila Nurul;1;31/08/2023 08:42;Mau daftar akun baru masa gak masuk² yaa... Udh nyoba pake email nomor telepon tetep gk mau...;;
Isnaini Rafima Siringoringo;1;31/08/2023 08:39;Aplikasi setelah diperbaharui kenapa tidak boleh pilih tempat duduk? Malah ada kata kata, anda tidak memiliki tempat duduk. Maksudnya apa ya? Sudah membayar tapi tidak bisa ditampilkan nomor tempat duduknya??? 🙄🥴🥴🥴🥴🥴🥴;;
Herfani priyandika;1;31/08/2023 08:31;Kenapa tidak bisa search stasiun purwoketo dan sekitarnya..sangat sulit untuk digunakan;;
Noviana Isabell;1;31/08/2023 08:30;Di-update malah lemot, gak bisa masuk juga padahal udah berkali-kali dicoba pake email dan nomer hp yang sama tetep gak bisa.;;
Puspita Wulandari;1;31/08/2023 08:27;Aplikasi yg baru knp ga bisa difilter eko-ekse nya? Waktu keberangkatan juga. Kan balik ke jaman batu. Capek bener dah.;;
Putri Husnia;1;31/08/2023 08:21;Sebenarnya inovasinya bagus ya cuman versi terbarunya sebenarnya belum siap sepenuhnya dan langsung menghapus versi yang lama jadi yang harusnya menambah layanan dari versi lama malah mengurangi layanan tsb karna versi barunya masih banyak trouble kaya di apk baru pemesanan KA lokal masih belum bisa, pleas buat developernya tlg segera diperbaiki;;
Atsna Syarifah;1;31/08/2023 08:21;gua ga tau ini knpaa, tpii anehnyaa ga adaa jadwal perjalanannya;;
Rani Syafitri Imutz;1;31/08/2023 08:09;"ribet bnr di update"", sinyal gua bagus pdhl tp ttp aja gbsa, always timeout, kan aneh";;
atanasius dwi;1;31/08/2023 08:00;Lemottt;;
ilham priaji;1;31/08/2023 07:59;Tiba tiba saldo di KAI Access lenyap karna ganti no, sedangkan saya daftar pakai email.;;
Yudhatama rwa;1;31/08/2023 07:55;Susah masuk;;
Nur Fahmi Alifudin (Fahmi);1;31/08/2023 07:54;susah buat log in sama transaksinyaa. terus tiap udah log in ke log out terus;;
nur safirotul;1;31/08/2023 07:53;Kembalikan versi yg lamaaa;;
Muhammad Fahri Ramadhan S;1;31/08/2023 07:51;Update malah makin ribet, dan banyak pilihan stasiun yang tidak tertera, lebih baik kembalikan ke yang lama saja lebih simple dan mudah diakses, tidak seperti update terbaru yang sangat susah dan tidak simple dari segi tampilannya, begitu juga untuk jaringan nya padahal internet sudah maksimal tetapi tetap saja loading lama dan susah login.;;
Angga Pratama;1;31/08/2023 07:49;Sudah 2x install ulang , terus hapus cache dll tpi ttep tidak bisa akses. Sudah masukin no telf tapi pas mau masukin kode otp nya di apk tidak berubah , ada sudah masuk tpi stasiun nya tidak bisa di pilih , mohon secepatnya di benarkan aplikasi nyaa 🙏;;
Jose Barusanudin;5;31/08/2023 07:42;Top markotop;;
Diah Mardiah;2;31/08/2023 07:31;Lebih nyaman pake yg lama....yg skrg utk kereta lokal pilihn stasiunnya g bisa d buka 😪;;
Sambodo Wahyu;2;31/08/2023 07:30;Baru bikin akun mental terus tiap verifikasi, tolong bantuanya;;
Heri Sanjaya;2;31/08/2023 07:25;Semenjak di upgrade disuruh masuk ke email kembali, pass dimasukkan password tidak muncul keyboardnya...kirain hp sy yg rusak saya coba di hp 1 lg juga bgtu;;
Budi Harjo;1;31/08/2023 07:22;Susah di akses...lemot goblog;;
Yati Sofiati;1;31/08/2023 07:21;Mohon diperbaiki aplikasinya. Saya nggak bisa mengisi kolom nama stasiun. Jadi sampai harus minta bantuan lewat ponsel oranglain. Dan jadwal keberangkatan saya jadi tertunda. :(;;
Anas Naufal Juliawan;2;31/08/2023 07:00;Ini malah jadi gak bisa login setelah di update;;
Yavid Hafidz Thohapani;1;31/08/2023 06:54;Ini aplikasi Pakai Telkomsel lancar, tapi kalau pakai tri lemot banget, sering keluar2 sendiri, log in nya susah banget;;
Elsa Andriyani putri;2;31/08/2023 06:48;Jujur lebih enak yg versi lama, yg sekarang mah suka tiba2 keluar sendiri dan susah juga loginnya;;
Rohmat Bastian Megantoro;1;31/08/2023 06:36;Kaga bisa login;;
Rujono Jani;1;31/08/2023 06:28;Lagi error ya ? Gak bisa pesen nih;;
Nandan Surya;1;31/08/2023 06:22;aplikasi jelek ,tingkatin;;
Raden arya;1;31/08/2023 06:21;Malah keluar dari akun skrng udh tau orng buru2 mau scan boarding pas. Gini amat aplikasi pemerintah;;
Sandra Iy;3;31/08/2023 06:20;Pantesan saya bingung ternyata versinya baru enakan yang lama di klik nama stasiun nya ga muncul muncul;;
Maulana Faridh Amin;2;31/08/2023 06:19;Diakses pake jaringan 3 (Three) gabisa kebuka, gimana ya ini KAI? Tolong di fix kan dong trouble nya;;
Marcel;1;31/08/2023 06:16;Tolong nomer hp agar bisa di rubah;;
irham gokiel;1;31/08/2023 06:08;Aplikasi lemot apaan mending yang lama simple;;
Steel Man;1;31/08/2023 06:05;Makin aneh, sering timeout lagi klo loading;;
Afang Anjeni;1;31/08/2023 05:51;Bukannya tambah gampang, malah tambah susah;;
Santi Mily;3;31/08/2023 05:43;Logo lama lebih bagus daripada logo baru, trus kenapa ngga AKSES pengucapan bahasa Indonesia kenapa Access. Logo baru warnanya aneh jelek banget;;
Muji Ono;1;31/08/2023 05:42;Aplikasi yg baru lengkap tapi masih bagus yg lama...artinya apa..mungkin masih uji coba sistem;;
Septian Kukuh Widianto;1;31/08/2023 05:30;Tidak bisa verivikasi untuk login, sangat membuat pusing, tolong benahi aplikasinya. Banyak bugnya masih.;;
Reksi Saputra;1;31/08/2023 05:29;Padahal udaa di update tapi mau login lagi ga bisa pake akun lama, haduhh;;
Abu Adzkiya el Fikr;1;31/08/2023 05:19;"Nyesel...ngupdate yg terbaru, malah ngax bisa di akses. Lebih mudah pake versi lama. Loading lemot banget. Login aja sering timeout. Dah itu pesen tiket, ngax bisa. ""Jadwal belum belum tersedia"", keterangan nya gitu. Padahal biasanya 1 bulan sebelum keberangkatan dah bisa di pesan. Cek di Traveloka masih ada tiketnya.";;
Rayhan Ansari Fauzi Daulai;4;31/08/2023 05:18;disitu mau check in, akun nya tiba2 keluar sendiri. untung dibantu sama mbak di stasiun.;;
farid zamroni;3;31/08/2023 05:16;Lebih bagus aplikasi yang lama. Pesen tiket aplikasinya lebih lemot. Terpaksa geser pake aplikasi lain.;;
Anggi Saputro;1;31/08/2023 04:57;Ribet;;
Nurul Hidayati;1;31/08/2023 04:54;Lebih enak versi lama ,yg ini ribet banget mau login aja ga bisa²;;
Cik Poe;2;31/08/2023 04:46;Setelah apdate,aplikasi mnjadi buruk klik antar kota ga bisa.. mohon perbaharui. Mnyulitkan pelanggan;;
Said Nazli Alatas;1;31/08/2023 04:43;Tolong bagusin yak sumpah ngeselin dh login, keluar dari apk mau masuk lagi malah di suruh login lagi mana time out mulu kalo dh bagus gua rubah entar;;
Rita Karmila;1;31/08/2023 04:35;Lebih optimal aplikasi lama, yang apk baru itemnya banyak tapi lebih banyak kekurangannya;;
133_Anisya Putri Awalia;1;31/08/2023 04:22;Balikin ke versi sebelumnya saja admin, karena percuma aplikasinya di upgrade tapi bukannya lebih baik malah makin buruk dari sebelumnya.;;
Anggit Setiawan;4;31/08/2023 04:19;Sekarang gak bisa pilih diskon untuk lansia PARAH banget, sudah klik pensil biru, hanya ada tipe dewasa dan bayi, tidak ada tarif REDUKSI, sudah saya coba berkali-kali, tetap tidak ada;;
Sefta utami Moela;1;31/08/2023 04:04;Aplikasi sangat tidak membantu ! untuk memilih antar kota saja ga bisa milih hanya yg populer yg bisa udah bagus versi yg lama sangat membantu dan tidak dipersulit membuat semua orang kecewa;;
fahrina nabiya;1;31/08/2023 03:54;Mending apk yg lama aja.. Capek2 isi data eh time out ntah berapa x.. Udah cepat2 juga ngisinya ttp time out.. Gak jelas;;
asri wiranti;1;31/08/2023 03:48;Angel;;
Joni Irawan;2;31/08/2023 03:24;di upgrade bukan nya semakin bagus malah semakin gak karuan masuk bisa....tapi di upgrade ke basic gak bisa malah tambah ribet harus nya klw mau upgrade secara keseluruhan yang udh punya akun tinggal masuk aja ini malah harus daftar ulang dari awal... malah di tolak terus tanpa ada pemberitahuan penyebab ny gak bisa masuk kenapa.... padahal udh lama pake aplikasi kai tanpa ada kendala ini malah banyak pisan kendala ny... setelah di upgrade..;;
resa ferdiansah;1;31/08/2023 03:18;Nyari kereta lokal susah stasiun ga muncul dipemcarian;;
Ari 96;1;31/08/2023 03:03;Aplikasi di update bukannya bener malah ngaco. Malah bikin ribet. Kalo gak ngerti upgrade mending pakai yang lama. Kita gak butuh tampilan yg fresh.;;
Anggit Setya;4;31/08/2023 02:57;setelah update aplikasi versi baru, akun saya log out otomatis. apabila ingin menggunakan aplikasinya lagi harus log in terlebih dahulu;;
Aditya Irsyad MA;2;31/08/2023 02:53;Ini kenapaa tampilannya sprti marketplace seeh? Lebih bagusan versi sebelumnya yg lngsng to the point, dalam artian lngsng menampilkan data pemesanan tiket kereta (masukin stasiun tujuan, stasiun asal,tgl pemberangkatan,dsb) klo yg ini harus butuh effort dulu baru bisa masukin data pemesanan tiket. Update boleh saja tpi juga harus memikirkan kemudahan dalam pemakaiannya juga, experience nya mngkin bisa diperbaiki lagi.;;
Kresna Dwi Putra Syawaludin;2;31/08/2023 02:28;"di sebagian jaringan provider lain sangat lemot kecepatan internet untuk akses aplikasinya, bacaan ""Lihat e-Boarding Pass"" di tiket lokal kecil banget susah buat dipencet waktu buru buru mau naik lokal, alhasil ditegur sama petugas untuk lain kali si pencet e boarding passnya buat scan barcode chekin";;
Tukang Sablon;1;31/08/2023 02:19;Bukannya makin ringan, aplikasi malah makin berat.;;
Lima Cahaya (Panca);1;31/08/2023 02:05;Pembaruan versi kok makin burikk gini sih.. Payah.. Kalo bisa balik ke versi lama ajah apk nya;;
rudiyati qirin;5;31/08/2023 02:05;Memudahkn sy unt cari info per krt apian;;
Ahmad Muchlisin;1;31/08/2023 02:02;Kecewa dengan versi baru susah buat tambhkan pesenan tiket jadi ribet mau refund;;
Hani Krisdianto;1;31/08/2023 01:13;Aplikasi diperbarui tapi malah rumit.. Ndak bisa mengakses ke aplikasi.. Tolong di perbaiki;;
Nara Adriyanto;2;31/08/2023 01:04;Tolong dong kasih opsi pembatalan walaupun tiket lokal yg hrganya ga seberapa tpi bgi masyarakat mnengah ke bwah kan lmayan belasan atau pluhan ribu jga...;;
Joe Noel;1;31/08/2023 00:39;Aplikasi Tidak rekomended , untuk refund lama sekali proses ny , PAYAH;;
Batara Sakti;1;31/08/2023 00:39;susah trus kirim kode ferivikasi nya kenapa ya saya udah instail lebih dari 6x;;
Pengguna Google;1;31/08/2023 00:17;Tampilan versi baru emg menarik, tp sy tidak bisa reduksi tiket , gimana cara mereduksi tiket?;;
Tia;1;31/08/2023 00:03;Aplikasi tolol, error terus;;
Mukhlishan Rusydi Tarihoran;1;30/08/2023 23:30;Fail terus pas beli tiket;;
Fava Wira;1;30/08/2023 23:27;Update nya kacau, pilihan tiket sering gak keluar 👎;;
Holiday Everyday;1;30/08/2023 23:26;Ini aplikasi apaa bgt deh. Mau search nama stasiun aja gamuncul muncul;;
Bagus Maulana;1;30/08/2023 23:17;Nyesel di update. Masa pesen tiket cuma bisa di stasiun populer aja, diketik pencarian nge blank kosong, mana mau beli tiket dadakan, jadi ribet gini. Evaluasi dulu lah buat sistimnya;;
yudi ismanto;2;30/08/2023 23:10;Kai...Tumapel always Ben late..please. No more late ...;;
sandi maulana;1;30/08/2023 22:15;Mending versi lama dari pada yg versi terbaru susah loginnya.;;
Asya Yusria;1;30/08/2023 19:11;Lebih suka aplikasi yg lama dari pada sekarang banyak loading nya kesel ,sama susah banget nyari stasiun yg lain yg keluar cuma stasiun yg besar , Balikin lah ke versi yg lama lebih mudah di akses;;
Kuliah Semester 1-8;1;30/08/2023 18:56;Lumayan buruk. Buat cek jadwal ada beberapa stasiun di Krl yang ga ke deteksi. Misal klik stasiun bekasi timur tapi tidak muncul jadwalnya. Giliran klik stasiun bekasi baru muncul jadwalnya. Tolong diperbaiki untuk jadwal kereta dan buat rincian tiba kereta di setiap stasiun ditampilkan. Untuk tampilan aplikasi lumayan bikin kaget.;;
Denisha Putri;1;30/08/2023 17:38;Sudah 3 hari aplikasi tidak bisa dipakai, mau pesan tiket tapi setiap klik mau pilih stasiun malah tidak muncul, sudah ditunggu lama tetap tidak mau muncul.;;
Andi Yanto;1;30/08/2023 17:25;Versi baru kok jadi lemot banget, mau login aja susah, rekomendasi stasiun sering sekali tidak muncul, bagusan yg versi lama..;;
060_Louis Mareta;2;30/08/2023 17:00;hbs diperbarui g bisa login😭;;
Rifki Muhammad;1;30/08/2023 16:46;Bagusan yang dulu simple. Yang ini nyari stasiun aja gak bisa. Tolong cepat di perbaiki jangan iya iya doang;;
Riyan Hidayat;1;30/08/2023 16:44;Aplikasi lama lebih cepat, aplikasi yang ini kebanyakan timeout dan loading padahal jaringan kenceng, padalah dulu aplikasi yang lama lebih enak dipake dan sejauh itu tidak ada kendala.;;
Ni'matul Muqorrorin;3;30/08/2023 15:41;Saya sudah memesan tiket namun akun saya keluar sendiri dan tidak dapat masuk kembali. Mohon diperbaiki;;
Nova yepe;2;30/08/2023 15:29;Ini kenapa akun Saya jadi ga bisa login. Setiap login selalu tulisann timeout, dan failed request data.. Padahal sinyal full. Pas coba buka aplikasi lain pun, lancar jaya.. untuk ngecek jadwal kereta lokal tanpa login pun ga bisaaa.. mana mau trip besok pagii dgn keluargaa.. tau gini ga akan di update duluuu.. Padahal pake versi sebelumnya lancar banget ga pernah ada kendala..;;
Raida Nashwa;1;30/08/2023 15:25;gak bisa daftar akun, bagus versi lama;;
Aura Shava;1;30/08/2023 15:14;Aplikasinya kenapa sih? Pas blm diupdate, minta login ulang. Udh login ulang masih gk bisa masuk. Pas diupdate sama saja. Mempersulit pelanggan. Warna appnya juga jelek. Tolong kembalikan ke versi lama saja, sudah bagus yg versi lama.;;
Fransiskus Adeng Sucipto;1;30/08/2023 15:04;versi baru lebih ribet;;
Auva rofidah Audina;1;30/08/2023 14:51;Sering gangguan dan sulit download Qris;;
vebriani nia;2;30/08/2023 14:48;Sekarang super lemotttttttt.. Kembalikan ke versi yg lama please !!!!!!!;;
Hangga Eko Hardyansah;2;30/08/2023 14:40;kenapa sering eror tiba2 keluar dan susah masukkan data loading lama tapi gak. bisa;;
Wahju Nugroho;1;30/08/2023 14:29;Apps lama lebih terasa user friendly & tidak terasa ribet apabila dibandingkan dengan saat menggunakan Apps Pembaharuan ini. Koneksi pada Apps Pembaharuan ini apabila diakses dari salah satu operator telko selular dapat berjalan lancar namun bila diakses via operator telko selular lainnya ngak bisa. Untuk apa bersibuk ria memperbaharui Apps bila malahan hasil dari pembaharuan ternyata terbukti lebih buruk & memberikan pengalaman yang tidak menyenangkan bagi kastemer !!;;
Hanna Nurmawati;1;30/08/2023 14:24;Masa nyari stasiun gabisa2;;
13. Gyana Zahwa Cantika Dewy;1;30/08/2023 14:13;Jelek banget Sekarang aplikasinya pliss uangku HILANG gara gara KAI , aku udah pesen tiket di KAI dan udh aku bayar lewat QRIS BRIMO, tapi setelah aku cek di KAI ternyata aku belum kebayar, untuk memastikanya lalu aku cek lagi di bagian transaksi BRImo anddd uang aku tuh udah mengurang dan transaksi tiket juga berhasil lunas di transaksi BRI. tetapi WHYYY DI KAI AKU TERCATAT BELUM BAYARR? JADINYA AKU RUGIIIII UANG DAN TIKET NYA JUGA !!!!;;
Nomnom;1;30/08/2023 14:05;Aplikasi gak bisa login sama sekali. Payah.;;
Yuu;1;30/08/2023 14:05;Apk tolol gabisa di buka pas hampir jam berangkat;;
Iroen Satriani;1;30/08/2023 13:47;ANEH... UPDATE MALAH MAKIN NGACOO !!! GK JELAS !!!;;
Humardani's Channel;2;30/08/2023 13:45;Setelah update, klik di Kereta Antar Kota, tidak muncul semua stasiun. Hanya stasiun yang besar saja yang bisa (jakarta, surabaya, bandung, dll). Di klik kode stasiun juga sama (contoh KTG, ML, dll) tidak bisa. Masukan: 1. Diperbaiki dan disempurnakan. 2. Diganti ke mode lama.;;
Sania Dwi Anggraeni;3;30/08/2023 13:45;Susah bngt buat daftar nya timeout terus, di perbaiki lagu sistem nya;;
harry soc;2;30/08/2023 13:38;Gagal terus verifikasinya;;
Dwi Ragil;1;30/08/2023 13:22;Aplikasi versi terbaru lemott paraaah;;
Intan Latifah;1;30/08/2023 13:20;diupdate malah jd jelek lemot;;
Noer Hidayat;1;30/08/2023 13:17;Tolong kembalikan ke versi lama mau bayar pakai link aja kok sulit! Lebih mudah yang dulu;;
Imam Muslim;1;30/08/2023 13:17;Bangke lah. Udah di update versi baru malah akun lama ilang ga bisa masuk lagi. Sedangkan di akun lama udah pesan tiket untuk berangkat tanggal 1;;
Iman Sulaeman;1;30/08/2023 13:16;Versi baru malah ga bisa log in;;
